"strName","strCAS","Source","Type","numValue","strHyperlink","strDateAssessed","strReference","POD.type","numPOD","numBMD","BMR.Type","strCriticalEffect","numUF","numUFa","numUFh","numUFs","numUFl","numUFd","numUFother","Species","Strain","numBW","Route","Organ","Effect","tblEffect_strSex","DR.Type","strEffectPOD","intAnimalsControl","intAnimalsAffectedControl","numMeanResponseControl","numSDResponseControl","CV.Type","RfDEndpoint","UFEndpoint","row.orig","Conceptual.Model","Effect.Magnitude","PrAF.BMDL.p50","PrAF.BMDL.p95p50","PrAF.LOAEL.p50","PrAF.LOAEL.p95p50","PrAF.NOAEL.p50","PrAF.NOAEL.p95p50","PrAF.Subchronic.p50","PrAF.Subchronic.p95p50","PrAF.BW.p50","PrAF.BW.p95p50","PrAF.TKTD.p50","PrAF.TKTD.p95p50","Human.log10gsdh.approx","Human.log10gsdu.approx","Human.log10gsdh.p50","Human.log10gsdh.p95p50","Human.approx.incidence.target","PrAF.Human.approx.p50","PrAF.Human.approx.p95p50","HDM50.approx.p50","HDM50.approx.p95p50","HDMI.approx.p50","HDMI.approx.p95p50","PrRfD.approx","PrRfDText","zRfD","I95.approx.RfD","I50.approx.RfD","I05.approx.RfD","I95.approx.HQ3","I50.approx.HQ3","I05.approx.HQ3","I95.approx.HQ10","I50.approx.HQ10","I05.approx.HQ10","I95.approx.HQ0.1","I50.approx.HQ0.1","I05.approx.HQ0.1","I95.approx.HQ0.3","I50.approx.HQ0.3","I05.approx.HQ0.3","PrAF.BMDL.Var","PrAF.LOAEL.Var","PrAF.NOAEL.Var","PrAF.Subchronic.Var","PrAF.BW.Var","PrAF.TKTD.Var","PrAF.Human.approx.Var","PrAF.BMDL.pct","PrAF.LOAEL.pct","PrAF.NOAEL.pct","PrAF.Subchronic.pct","PrAF.BW.pct","PrAF.TKTD.pct","PrAF.Human.approx.pct","HDMI.mc.p50","HDMI.mc.p05","HDMI.mc.p95"
"Etoxazole",153233911,"OPP","Chronic RfD (mg/kg/day)",0.046,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,153233-91-1","09/2011","MRID 45089942","NOAEL",4.62,NA,NA,"increased akaline phosphatase activity, increased liver weights, liver enlargement and incidence of centrilobular hepatocellular swelling the liver",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","liver","organ weight","Both","","increased liver weights",NA,NA,NA,NA,"",0.046,100,652,"Continuous","5% RD",1,1,1,1,0.333333333333333,4.7,1,1,1.68931441519092,1.07241134173319,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,8.20451176842267,6.68024079632451,0.847059423815694,11.0034411323488,0.0769813200822643,"Probabilistic RfD of 0.077 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'increased liver weights (liver effect: organ weight)' of magnitude 5% RD or greater.",-1.99802162264759,0.00346874481785493,5.45391607713376e-08,0,0.0294103354426427,1.42357965558116e-05,0,0.179296627204261,0.00157937206363079,0,8.99935599821401e-06,8.60280377024557e-15,0,0.000197700323444701,2.98672040476192e-11,0,0,0,2.3949497183834,0,0.00488736662282773,1.20694896081258,2.14461582488682,0,0,0.416411471885126,0,0.000849769627074956,0.209853004179745,0.372885754308054,1.27900669045252,0.0921700028874954,11.904909656092
"Famoxadone",131807573,"OPP","Chronic RfD (mg/kg/day)",0.0014,"http://www.epa.gov/opp00001/chem_search/reg_actions/registration/fs_PC-113202_01-Jul-03.pdf","2003","MRID 44302419","LOAEL",1.4,NA,NA,"microscopic lens lesions (cataracts) in eyes of female dogs",1000,10,10,1,10,1,NA,"Dog","Beagle",NA,"Oral diet","eyes/ocular","nonneoplastic histopathology","F","Dichotomous","lenticular cataracts characterized histologically as predominantly consisting of a small focal zone of swollen lens fibers at the Y suture of the posterior lens capsule",4,0,NA,NA,"",0.0014,1000,653,"Quantal-Deterministic","ED50",1,1,10,3,0.222222222222222,5,1,1,1.68931441519092,1.07241134173319,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,0.372932353110122,9.37546754118559,0.0385027010825316,14.5071056619386,0.00265405808572476,"Probabilistic RfD of 0.00265 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'lenticular cataracts characterized histologically as predominantly consisting of a small focal zone of swollen lens fibers at the Y suture of the posterior lens capsule (eyes/ocular effect: nonneoplastic histopathology)'.",-2.03820670075393,0.00253724902030088,5.26774795194436e-09,0,0.0242071647320497,2.15007026229901e-06,0,0.162631615170243,0.000385744453415369,0,4.89707042398674e-06,0,0,0.000124594439834786,1.75833017787351e-12,0,0,1.20694896081258,2.59029039398023,0,0.00488736662282773,1.20694896081258,2.14461582488682,0,0.168716942799693,0.362091430893258,0,0.000683195049432417,0.168716942799693,0.299791488457923,0.0573815550144058,0.00324548566477319,0.728798191111781
"Fenamidone",161326347,"OPP","Chronic RfD (mg/kg/day)",0.0283,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,161326-34-7","7/20/2011","Chronic/Carcinogenicity - rats","NOAEL",2.83,NA,NA,"increased severity of diffuse thyroid C-cell hyperplasia",100,10,10,1,1,1,NA,"Rat","",NA,"Oral diet","thyroid","nonneoplastic histopathology","Both","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.0283,100,654,"Quantal-Deterministic","ED50",1,1,1,1,0.222222222222222,5,1,1,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,2.60993543169687,7.09987536421964,0.269457886754222,11.5505875985765,0.0233285003429115,"Probabilistic RfD of 0.0233 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'thyroid effect: nonneoplastic histopathology'.",-1.51498156312158,0.014527620253451,1.78332427948151e-06,0,0.092294017222833,0.00022439545066462,0,0.397071614713832,0.0114196925092111,2.47083567037718e-14,6.74888687683746e-05,1.33393066331031e-12,0,0.00112441195485141,2.19674718514289e-09,0,0,0,2.59029039398023,0,0.0446633910386682,1.20694896081258,2.14461582488682,0,0,0.432687272808281,0,0.00746066190408713,0.201611161237534,0.358240904050097,0.405860638115175,0.0280445307138948,3.99174372737458
"Fenamiphos",22224926,"OPP","Chronic RfD (mg/kg/day)",1e-04,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/ired_PC-100601_1-May-02.pdf","2002","","NOAEL",0.01,NA,NA,"plasma cholinesterase inhibition",100,10,10,1,1,1,NA,"Dog","",NA,"","CNS","enzyme activity","","","enzyme activity",NA,NA,NA,NA,"",1e-04,100,655,"Continuous","5% RD",1,1,1,1,0.333333333333333,4.7,1,1,1.68931441519092,1.07241134173319,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,0.0177586834814344,6.68024079632451,0.00183346195631103,11.0034411323488,0.000166626233944295,"Probabilistic RfD of 0.000167 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'CNS effect: enzyme activity' of magnitude 5% RD or greater.",-1.99504605278723,0.00350128766275857,5.58851894073216e-08,0,0.0296326894650833,1.45169776442992e-05,0,0.180278133607025,0.00160225289369306,0,9.11902277546348e-06,8.93640627891613e-15,0,0.000199948199936237,3.07683892465163e-11,0,0,0,2.3949497183834,0,0.00488736662282773,1.20694896081258,2.14461582488682,0,0,0.416411471885126,0,0.000849769627074956,0.209853004179745,0.372885754308054,0.00276841274989723,0.000199502170752154,0.0257682027188138
"Fenamiphos",22224926,"IRIS","RfD (mg/kg/day)",0.00025,"http://www.epa.gov/iris/subst/0240.htm","9/1/1990","Chemagro Corporation. 1972a. MRID No. 00037965. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",0.025,NA,NA,"ChE inhibition",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","CNS","neurotransmitter","Both","Continuous","ChE inhibition",NA,NA,NA,NA,"",0.00025,100,656,"Continuous","5% RD",1,1,1,1,0.333333333333333,4.7,1,1,1.68931441519092,1.07241134173319,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,0.0443967087035859,6.68024079632451,0.00458365489077757,11.0034411323488,0.000416565584860738,"Probabilistic RfD of 0.000417 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'ChE inhibition (CNS effect: neurotransmitter)' of magnitude 5% RD or greater.",-1.99504605278723,0.00350128766275857,5.58851894073214e-08,0,0.0296326894650833,1.45169776442992e-05,0,0.180278133607025,0.00160225289369306,0,9.11902277546348e-06,8.93640627891613e-15,0,0.000199948199936237,3.07683892465162e-11,0,0,0,2.3949497183834,0,0.00488736662282773,1.20694896081258,2.14461582488682,0,0,0.416411471885126,0,0.000849769627074956,0.209853004179745,0.372885754308054,0.00692103187474307,0.000498755426880386,0.0644205067970345
"Fenarimol",60168889,"OPP","Chronic RfD (mg/kg/day)",0.006,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,60168-88-9","2007","MRID 45502302","NOAEL",0.6,NA,NA,"decreased litter size multi-generation reproduction study",100,10,10,1,1,1,NA,"Rat","Wistar",NA,"Oral diet","systemic","body weight","Both","","body weight",NA,NA,NA,NA,"",0.006,100,657,"Continuous","5% RD",1,1,1,1,0.333333333333333,4.7,1,1,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,0.36889546737765,6.75037026966445,0.0380859203892893,11.0949120450158,0.00343273747775214,"Probabilistic RfD of 0.00343 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'systemic effect: body weight' of magnitude 5% RD or greater.",-1.26318160645153,0.0281702217028735,1.22286756901724e-05,0,0.15187500611076,0.000986774901025012,0,0.538531134803332,0.0313926939917935,4.95072524454692e-11,0.000184335636343019,2.37150332778768e-11,0,0.00260630738147195,2.47293412124854e-08,0,0,0,2.3949497183834,0,0.0446633910386682,1.20694896081258,2.14461582488682,0,0,0.413551398654309,0,0.00771231549911339,0.208411653496144,0.370324632350435,0.0574827730441116,0.00411382792775152,0.540107231606898
"Fenbuconazole",114369436,"OPP","Chronic RfD (mg/kg/day)",0.03,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,114369-43-6","8/03/2006","MRID 41635301, 41635302","NOAEL",3,NA,NA,"decreased body weight gain, increased thyroid weight, and histopathological lesions in the liver and thyroid gland",100,10,10,1,1,1,NA,"Rat","",NA,"","liver","nonneoplastic histopathology","F","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.03,100,658,"Quantal-Deterministic","ED50",1,1,1,1,0.222222222222222,5,1,1,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,2.76671600533238,7.09987536421964,0.28564440291967,11.5505875985765,0.0247298590207543,"Probabilistic RfD of 0.0247 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'liver effect: nonneoplastic histopathology'.",-1.51498156312158,0.014527620253451,1.78332427948151e-06,0,0.092294017222833,0.00022439545066462,0,0.397071614713832,0.0114196925092111,2.47083567037718e-14,6.74888687683746e-05,1.33393066331031e-12,0,0.0011244119548514,2.19674718514289e-09,0,0,0,2.59029039398023,0,0.0446633910386682,1.20694896081258,2.14461582488682,0,0,0.432687272808281,0,0.00746066190408713,0.201611161237534,0.358240904050097,0.430240959132694,0.029729184502362,4.23153045304726
"Fenbuconazole",114369436,"OPP","Chronic RfD (mg/kg/day)",0.03,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,114369-43-6","8/03/2006","MRID 41635301, 41635302","NOAEL",3,NA,NA,"decreased body weight gain, increased thyroid weight, and histopathological lesions in the liver and thyroid gland",100,10,10,1,1,1,NA,"Rat","",NA,"","thyroid","organ weight","Both","","organ weight",NA,NA,NA,NA,"",0.03,100,659,"Continuous","5% RD",1,1,1,1,0.333333333333333,4.7,1,1,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,1.84447733688825,6.75037026966445,0.190429601946447,11.0949120450158,0.0171636873887607,"Probabilistic RfD of 0.0172 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'thyroid effect: organ weight' of magnitude 5% RD or greater.",-1.26318160645153,0.0281702217028735,1.22286756901724e-05,0,0.15187500611076,0.000986774901025011,0,0.538531134803332,0.0313926939917935,4.95072524454685e-11,0.000184335636343019,2.37150332778767e-11,0,0.00260630738147195,2.47293412124854e-08,0,0,0,2.3949497183834,0,0.0446633910386682,1.20694896081258,2.14461582488682,0,0,0.413551398654309,0,0.00771231549911339,0.208411653496144,0.370324632350435,0.287413865220558,0.0205691396387576,2.70053615803449
"Fenbuconazole",114369436,"OPP","Chronic RfD (mg/kg/day)",0.03,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,114369-43-6","8/03/2006","MRID 41635301, 41635302","NOAEL",3,NA,NA,"decreased body weight gain, increased thyroid weight, and histopathological lesions in the liver and thyroid gland",100,10,10,1,1,1,NA,"Rat","",NA,"","thyroid","nonneoplastic histopathology","M","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.03,100,660,"Quantal-Deterministic","ED50",1,1,1,1,0.222222222222222,5,1,1,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,2.76671600533238,7.09987536421964,0.28564440291967,11.5505875985765,0.0247298590207543,"Probabilistic RfD of 0.0247 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'thyroid effect: nonneoplastic histopathology'.",-1.51498156312158,0.014527620253451,1.78332427948151e-06,0,0.092294017222833,0.00022439545066462,0,0.397071614713832,0.0114196925092111,2.47083567037718e-14,6.74888687683746e-05,1.33393066331031e-12,0,0.0011244119548514,2.19674718514289e-09,0,0,0,2.59029039398023,0,0.0446633910386682,1.20694896081258,2.14461582488682,0,0,0.432687272808281,0,0.00746066190408713,0.201611161237534,0.358240904050097,0.430240959132694,0.029729184502362,4.23153045304726
"Fenbuconazole",114369436,"OPP","Chronic RfD (mg/kg/day)",0.03,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,114369-43-6","8/03/2006","MRID 41635301, 41635302","NOAEL",3,NA,NA,"decreased body weight gain, increased thyroid weight, and histopathological lesions in the liver and thyroid gland",100,10,10,1,1,1,NA,"Rat","",NA,"","systemic","body weight","F","","body weight",NA,NA,NA,NA,"",0.03,100,661,"Continuous","5% RD",1,1,1,1,0.333333333333333,4.7,1,1,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,1.84447733688825,6.75037026966445,0.190429601946447,11.0949120450158,0.0171636873887607,"Probabilistic RfD of 0.0172 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'systemic effect: body weight' of magnitude 5% RD or greater.",-1.26318160645153,0.0281702217028735,1.22286756901724e-05,0,0.15187500611076,0.000986774901025011,0,0.538531134803332,0.0313926939917935,4.95072524454685e-11,0.000184335636343019,2.37150332778767e-11,0,0.00260630738147195,2.47293412124854e-08,0,0,0,2.3949497183834,0,0.0446633910386682,1.20694896081258,2.14461582488682,0,0,0.413551398654309,0,0.00771231549911339,0.208411653496144,0.370324632350435,0.287413865220558,0.0205691396387576,2.70053615803449
"Fenhexamid",126833178,"OPP","Chronic RfD (mg/kg/day)",0.17,"http://www.epa.gov/opp00001/chem_search/reg_actions/registration/fs_PC-090209_20-May-99.pdf","1999","MRID 44346804 Ruf, J.; Vliegen, M.; Schilde, B. (1997) Chronic Toxicity Study in Beagle Dogs (52 Week Feeding Study) (with KBR 2738) (Including Amendment): Lab Project Number: 25618: TMN-030E: T 7 055 692. Unpublished study prepared by Bayer Ag. 556 p.","NOAEL",17,NA,NA,"Decreased RBC count, hemoglobin and hematocrit and increased Heinz bodies in males and females; increased adrenal weights and intracytoplasmic vacuoles in adrenal cortex in females",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","adrenal glands","organ weight","F","","increased absolute and relative weight",NA,NA,NA,NA,"",0.17,100,662,"Continuous","5% RD",1,1,1,1,0.333333333333333,4.7,1,1,1.68931441519092,1.07241134173319,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,30.1897619184384,6.68024079632451,3.11688532572874,11.0034411323488,0.283264597705302,"Probabilistic RfD of 0.283 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'increased absolute and relative weight (adrenal glands effect: organ weight)' of magnitude 5% RD or greater.",-1.99504605278723,0.00350128766275857,5.58851894073216e-08,0,0.0296326894650833,1.45169776442992e-05,0,0.180278133607025,0.00160225289369306,0,9.11902277546348e-06,8.93640627891613e-15,0,0.000199948199936237,3.07683892465164e-11,0,0,0,2.3949497183834,0,0.00488736662282773,1.20694896081258,2.14461582488682,0,0,0.416411471885126,0,0.000849769627074956,0.209853004179745,0.372885754308054,4.70630167482528,0.339153690278663,43.8059446219835
"Fenhexamid",126833178,"OPP","Chronic RfD (mg/kg/day)",0.17,"http://www.epa.gov/opp00001/chem_search/reg_actions/registration/fs_PC-090209_20-May-99.pdf","1999","MRID 44346804 Ruf, J.; Vliegen, M.; Schilde, B. (1997) Chronic Toxicity Study in Beagle Dogs (52 Week Feeding Study) (with KBR 2738) (Including Amendment): Lab Project Number: 25618: TMN-030E: T 7 055 692. Unpublished study prepared by Bayer Ag. 556 p.","NOAEL",17,NA,NA,"Decreased RBC count, hemoglobin and hematocrit and increased Heinz bodies in males and females; increased adrenal weights and intracytoplasmic vacuoles in adrenal cortex in females",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","adrenal glands","nonneoplastic histopathology","F","","increased absolute and relative adrenal weights correlated with histopathological observations of increases in the incidence and severity of intracytoplasmic vacuoles in the adrenal cortex",NA,NA,NA,NA,"",0.17,100,663,"Quantal-Deterministic","ED50",1,1,1,1,0.222222222222222,5,1,1,1.68931441519092,1.07241134173319,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,45.2846428776576,7.02801486331199,4.67532798859312,11.4569253269089,0.408078769407022,"Probabilistic RfD of 0.408 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'increased absolute and relative adrenal weights correlated with histopathological observations of increases in the incidence and severity of intracytoplasmic vacuoles in the adrenal cortex (adrenal glands effect: nonneoplastic histopathology)'.",-2.23549529689388,0.001542751640489,5.26774795194432e-09,0,0.0153630527737255,2.15007026229901e-06,0,0.111885505295702,0.000385744453415368,0,2.8450330029222e-06,0,0,7.36166688714829e-05,1.7583301778735e-12,0,0,0,2.59029039398023,0,0.00488736662282773,1.20694896081258,2.14461582488682,0,0,0.435581391629407,0,0.000821856097649051,0.202959679423659,0.360637072849284,7.04482310795214,0.490269213085007,68.6474921006876
"Fenhexamid",126833178,"OPP","Chronic RfD (mg/kg/day)",0.17,"http://www.epa.gov/opp00001/chem_search/reg_actions/registration/fs_PC-090209_20-May-99.pdf","1999","MRID 44346804 Ruf, J.; Vliegen, M.; Schilde, B. (1997) Chronic Toxicity Study in Beagle Dogs (52 Week Feeding Study) (with KBR 2738) (Including Amendment): Lab Project Number: 25618: TMN-030E: T 7 055 692. Unpublished study prepared by Bayer Ag. 556 p.","NOAEL",17,NA,NA,"Decreased RBC count, hemoglobin and hematocrit and increased Heinz bodies in males and females; increased adrenal weights and intracytoplasmic vacuoles in adrenal cortex in females",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","blood","hematology","Both","","decreased red blood cell (RBC) counts, hemoglobin and hematocrit and increased Heinz bodies in RBC",NA,NA,NA,NA,"",0.17,100,664,"Continuous","5% RD",1,1,1,1,0.333333333333333,4.7,1,1,1.68931441519092,1.07241134173319,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,30.1897619184384,6.68024079632451,3.11688532572874,11.0034411323488,0.283264597705302,"Probabilistic RfD of 0.283 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'decreased red blood cell (RBC) counts, hemoglobin and hematocrit and increased Heinz bodies in RBC (blood effect: hematology)' of magnitude 5% RD or greater.",-1.99504605278723,0.00350128766275857,5.58851894073216e-08,0,0.0296326894650833,1.45169776442992e-05,0,0.180278133607025,0.00160225289369306,0,9.11902277546348e-06,8.93640627891613e-15,0,0.000199948199936237,3.07683892465164e-11,0,0,0,2.3949497183834,0,0.00488736662282773,1.20694896081258,2.14461582488682,0,0,0.416411471885126,0,0.000849769627074956,0.209853004179745,0.372885754308054,4.70630167482528,0.339153690278663,43.8059446219835
"Fenitrothion",122145,"OPP","Chronic RfD (mg/kg/day)",0.0013,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-105901_31-Jul-06.pdf","2006","","NOAEL",0.125,NA,NA,"Plasma ChE inhibition and histopathology changes of the lymph nodes",100,10,10,1,1,1,NA,"Dog","",NA,"","lymphatic system","nonneoplastic histopathology","Both","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.0013,100,665,"Quantal-Deterministic","ED50",1,1,1,1,0.222222222222222,5,1,1,1.68931441519092,1.07241134173319,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,0.332975315276894,7.02801486331199,0.0343774116808317,11.4569253269089,0.00300057918681634,"Probabilistic RfD of 0.003 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'lymphatic system effect: nonneoplastic histopathology'.",-2.20904057657144,0.00168784136770856,6.6684635240719e-09,0,0.0165350624811313,2.60511797593041e-06,0,0.118215569307308,0.000445842409531739,0,3.2205983711211e-06,0,0,8.19902210387434e-05,2.33611956121408e-12,0,0,0,2.59029039398023,0,0.00488736662282773,1.20694896081258,2.14461582488682,0,0,0.435581391629407,0,0.000821856097649051,0.202959679423659,0.360637072849284,0.0518001699114128,0.00360492068444858,0.504760971328586
"Fenitrothion",122145,"OPP","Chronic RfD (mg/kg/day)",0.0013,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-105901_31-Jul-06.pdf","2006","","NOAEL",0.125,NA,NA,"Plasma ChE inhibition and histopathology changes of the lymph nodes",100,10,10,1,1,1,NA,"Dog","",NA,"","blood","neurotransmitter","Both","","neurotransmitter",NA,NA,NA,NA,"",0.0013,100,666,"Continuous","5% RD",1,1,1,1,0.333333333333333,4.7,1,1,1.68931441519092,1.07241134173319,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,0.22198354351793,6.68024079632451,0.0229182744538878,11.0034411323488,0.00208282792430369,"Probabilistic RfD of 0.00208 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'blood effect: neurotransmitter' of magnitude 5% RD or greater.",-1.96814582944266,0.00380847343024362,6.9602530591719e-08,0,0.0317103419467263,1.7309985640801e-05,0,0.189329874322796,0.00182323347394482,0,1.02610056428161e-05,1.21587403058121e-14,0,0.000221380281007269,4.02196487336966e-11,0,0,0,2.3949497183834,0,0.00488736662282773,1.20694896081258,2.14461582488682,0,0,0.416411471885126,0,0.000849769627074956,0.209853004179745,0.372885754308054,0.0346051593737153,0.00249377713440193,0.322102533985173
